"rater","sad_structure","time","leaf","estimate","file","actual","class"
"36","Linear","After 07 days",23,5,254,2.484430476,"Inherently accurate"
"36","Linear","After 07 days",24,97,192,95.30338916,"Inherently accurate"
"36","Linear","After 07 days",25,63,313,66.15640197,"Inherently accurate"
"36","Linear","After 07 days",26,47,316,49.05833397,"Inherently accurate"
"36","Linear","After 07 days",27,12,203,4.539393232,"Inherently accurate"
"36","Linear","After 07 days",28,18,169,17.78807254,"Inherently accurate"
"36","Linear","After 07 days",29,21,103,16.69698532,"Inherently accurate"
"36","Linear","After 07 days",30,58,314,61.77522341,"Inherently accurate"
"36","Linear","After 07 days",31,38,182,30.8316448,"Inherently accurate"
"36","Linear","After 07 days",32,22,206,20.60074193,"Inherently accurate"
"36","Linear","After 07 days",33,15,211,11.37424566,"Inherently accurate"
"36","Linear","After 07 days",34,78,153,77.4691826,"Inherently accurate"
"36","Linear","After 07 days",35,10,158,4.85873659,"Inherently accurate"
"36","Linear","After 07 days",36,47,307,50.86352931,"Inherently accurate"
"36","Linear","After 07 days",37,20,232,14.40574447,"Inherently accurate"
"36","Linear","After 07 days",38,60,190,57.03454048,"Inherently accurate"
"36","Linear","After 07 days",39,15,179,13.77725339,"Inherently accurate"
"36","Linear","After 07 days",40,43,220,35.22269604,"Inherently accurate"
"36","Linear","After 07 days",41,35,264,43.36059349,"Inherently accurate"
"36","Linear","After 07 days",42,33,223,32.025804,"Inherently accurate"
"36","Linear","After 07 days",43,78,317,79.47521333,"Inherently accurate"
"36","Linear","After 07 days",44,35,279,27.31910799,"Inherently accurate"
"36","Linear","After 07 days",45,28,171,26.49543506,"Inherently accurate"
"36","Linear","After 07 days",46,43,270,38.94135999,"Inherently accurate"
"36","Linear","After 07 days",47,58,319,71.28903148,"Inherently accurate"
"36","Linear","After 07 days",48,23,48,25.65393359,"Inherently accurate"
"36","Linear","After 07 days",49,38,225,38.87431113,"Inherently accurate"
"36","Linear","After 07 days",50,86,323,85.66924249,"Inherently accurate"
"26","Linear","After 07 days",1,79,4,88.67770757,"Inherently accurate"
"26","Linear","After 07 days",2,24,309,37.47340682,"Inherently accurate"
"26","Linear","After 07 days",3,93,305,93.93431574,"Inherently accurate"
"26","Linear","After 07 days",4,12,31,9.809084419,"Inherently accurate"
"26","Linear","After 07 days",5,91,304,93.81180033,"Inherently accurate"
"26","Linear","After 07 days",6,35,34,33.55709626,"Inherently accurate"
"26","Linear","After 07 days",7,49,308,67.39944707,"Inherently accurate"
"26","Linear","After 07 days",8,11,21,12.55329039,"Inherently accurate"
"26","Linear","After 07 days",9,92,306,93.63085336,"Inherently accurate"
"26","Linear","After 07 days",10,9,36,6.558377493,"Inherently accurate"
"26","Linear","After 07 days",11,66,310,70.05839109,"Inherently accurate"
"26","Linear","After 07 days",12,91,302,92.71633417,"Inherently accurate"
"26","Linear","After 07 days",13,11,267,5.603864734,"Inherently accurate"
"26","Linear","After 07 days",14,13,52,8.355617596,"Inherently accurate"
"26","Linear","After 07 days",15,52,321,57.50388479,"Inherently accurate"
"26","Linear","After 07 days",16,19,19,21.39312389,"Inherently accurate"
"26","Linear","After 07 days",17,27,219,49.78507673,"Inherently accurate"
"26","Linear","After 07 days",18,37.9,322,50.7025703,"Inherently accurate"
"26","Linear","After 07 days",19,32.1,39,36.83114208,"Inherently accurate"
"26","Linear","After 07 days",20,22.5,50,19.98605386,"Inherently accurate"
"26","Linear","After 07 days",21,13.8,80,10.8162492,"Inherently accurate"
"26","Linear","After 07 days",22,53.2,35,48.4125778,"Inherently accurate"
"26","Linear","After 07 days",23,6.5,254,2.484430476,"Inherently accurate"
"26","Linear","After 07 days",24,96.4,192,95.30338916,"Inherently accurate"
"26","Linear","After 07 days",25,41.9,313,66.15640197,"Inherently accurate"
"26","Linear","After 07 days",26,45.6,316,49.05833397,"Inherently accurate"
"26","Linear","After 07 days",27,7.9,203,4.539393232,"Inherently accurate"
"26","Linear","After 07 days",28,18.1,169,17.78807254,"Inherently accurate"
"26","Linear","After 07 days",29,17.1,103,16.69698532,"Inherently accurate"
"26","Linear","After 07 days",30,36.2,314,61.77522341,"Inherently accurate"
"26","Linear","After 07 days",31,26.7,182,30.8316448,"Inherently accurate"
"26","Linear","After 07 days",32,24.8,206,20.60074193,"Inherently accurate"
"26","Linear","After 07 days",33,13.9,211,11.37424566,"Inherently accurate"
"26","Linear","After 07 days",34,70.3,153,77.4691826,"Inherently accurate"
"26","Linear","After 07 days",35,9.3,158,4.85873659,"Inherently accurate"
"26","Linear","After 07 days",36,42.5,307,50.86352931,"Inherently accurate"
"26","Linear","After 07 days",37,17.6,232,14.40574447,"Inherently accurate"
"26","Linear","After 07 days",38,46.5,190,57.03454048,"Inherently accurate"
"26","Linear","After 07 days",39,17.9,179,13.77725339,"Inherently accurate"
"26","Linear","After 07 days",40,28.1,220,35.22269604,"Inherently accurate"
"26","Linear","After 07 days",41,27.2,264,43.36059349,"Inherently accurate"
"26","Linear","After 07 days",42,23.5,223,32.025804,"Inherently accurate"
"26","Linear","After 07 days",43,55.1,317,79.47521333,"Inherently accurate"
"26","Linear","After 07 days",44,27.9,279,27.31910799,"Inherently accurate"
"26","Linear","After 07 days",45,24.3,171,26.49543506,"Inherently accurate"
"26","Linear","After 07 days",46,26.4,270,38.94135999,"Inherently accurate"
"26","Linear","After 07 days",47,57.6,319,71.28903148,"Inherently accurate"
"26","Linear","After 07 days",48,22,48,25.65393359,"Inherently accurate"
"26","Linear","After 07 days",49,30.3,225,38.87431113,"Inherently accurate"
"26","Linear","After 07 days",50,77.5,323,85.66924249,"Inherently accurate"
"36","Linear","After 14 days",1,78,4,88.67770757,"Inherently accurate"
"36","Linear","After 14 days",2,28,309,37.47340682,"Inherently accurate"
"36","Linear","After 14 days",3,88,305,93.93431574,"Inherently accurate"
"36","Linear","After 14 days",4,15,31,9.809084419,"Inherently accurate"
"36","Linear","After 14 days",5,88,304,93.81180033,"Inherently accurate"
"36","Linear","After 14 days",6,43,34,33.55709626,"Inherently accurate"
"36","Linear","After 14 days",7,56,308,67.39944707,"Inherently accurate"
"36","Linear","After 14 days",8,11,21,12.55329039,"Inherently accurate"
"36","Linear","After 14 days",9,85,306,93.63085336,"Inherently accurate"
"36","Linear","After 14 days",10,8,36,6.558377493,"Inherently accurate"
"36","Linear","After 14 days",11,70,310,70.05839109,"Inherently accurate"
"36","Linear","After 14 days",12,85,302,92.71633417,"Inherently accurate"
"36","Linear","After 14 days",13,8,267,5.603864734,"Inherently accurate"
"36","Linear","After 14 days",14,20,52,8.355617596,"Inherently accurate"
"36","Linear","After 14 days",15,53,321,57.50388479,"Inherently accurate"
"36","Linear","After 14 days",16,28,19,21.39312389,"Inherently accurate"
"36","Linear","After 14 days",17,43,219,49.78507673,"Inherently accurate"
"36","Linear","After 14 days",18,38,322,50.7025703,"Inherently accurate"
"36","Linear","After 14 days",19,34,39,36.83114208,"Inherently accurate"
"36","Linear","After 14 days",20,31,50,19.98605386,"Inherently accurate"
"36","Linear","After 14 days",21,10,80,10.8162492,"Inherently accurate"
"36","Linear","After 14 days",22,53,35,48.4125778,"Inherently accurate"
"36","Linear","After 14 days",23,5,254,2.484430476,"Inherently accurate"
"36","Linear","After 14 days",24,97,192,95.30338916,"Inherently accurate"
"36","Linear","After 14 days",25,58,313,66.15640197,"Inherently accurate"
"36","Linear","After 14 days",26,46,316,49.05833397,"Inherently accurate"
"36","Linear","After 14 days",27,12,203,4.539393232,"Inherently accurate"
"36","Linear","After 14 days",28,23,169,17.78807254,"Inherently accurate"
"36","Linear","After 14 days",29,18,103,16.69698532,"Inherently accurate"
"36","Linear","After 14 days",30,60,314,61.77522341,"Inherently accurate"
"36","Linear","After 14 days",31,28,182,30.8316448,"Inherently accurate"
"36","Linear","After 14 days",32,20,206,20.60074193,"Inherently accurate"
"36","Linear","After 14 days",33,13,211,11.37424566,"Inherently accurate"
"36","Linear","After 14 days",34,77,153,77.4691826,"Inherently accurate"
"36","Linear","After 14 days",35,15,158,4.85873659,"Inherently accurate"
"36","Linear","After 14 days",36,51,307,50.86352931,"Inherently accurate"
"36","Linear","After 14 days",37,18,232,14.40574447,"Inherently accurate"
"36","Linear","After 14 days",38,50,190,57.03454048,"Inherently accurate"
"36","Linear","After 14 days",39,16,179,13.77725339,"Inherently accurate"
"36","Linear","After 14 days",40,43,220,35.22269604,"Inherently accurate"
"36","Linear","After 14 days",41,45,264,43.36059349,"Inherently accurate"
"36","Linear","After 14 days",42,28,223,32.025804,"Inherently accurate"
"36","Linear","After 14 days",43,77,317,79.47521333,"Inherently accurate"
"36","Linear","After 14 days",44,43,279,27.31910799,"Inherently accurate"
"36","Linear","After 14 days",45,37,171,26.49543506,"Inherently accurate"
"36","Linear","After 14 days",46,45,270,38.94135999,"Inherently accurate"
"36","Linear","After 14 days",47,72,319,71.28903148,"Inherently accurate"
"36","Linear","After 14 days",48,20,48,25.65393359,"Inherently accurate"
"36","Linear","After 14 days",49,35,225,38.87431113,"Inherently accurate"
"36","Linear","After 14 days",50,85,323,85.66924249,"Inherently accurate"
"14","Linear","After 14 days",1,87,4,88.67770757,"Needed training"
"14","Linear","After 14 days",2,28,309,37.47340682,"Needed training"
"14","Linear","After 14 days",3,93,305,93.93431574,"Needed training"
"14","Linear","After 14 days",4,9,31,9.809084419,"Needed training"
"14","Linear","After 14 days",5,92.5,304,93.81180033,"Needed training"
"14","Linear","After 14 days",6,23,34,33.55709626,"Needed training"
"14","Linear","After 14 days",7,68,308,67.39944707,"Needed training"
"14","Linear","After 14 days",8,13,21,12.55329039,"Needed training"
"14","Linear","After 14 days",9,94,306,93.63085336,"Needed training"
"14","Linear","After 14 days",10,12,36,6.558377493,"Needed training"
"14","Linear","After 14 days",11,66,310,70.05839109,"Needed training"
"14","Linear","After 14 days",12,92.8,302,92.71633417,"Needed training"
"14","Linear","After 14 days",13,12.8,267,5.603864734,"Needed training"
"14","Linear","After 14 days",14,16,52,8.355617596,"Needed training"
"14","Linear","After 14 days",15,46.8,321,57.50388479,"Needed training"
"14","Linear","After 14 days",16,23.5,19,21.39312389,"Needed training"
"14","Linear","After 14 days",17,33.5,219,49.78507673,"Needed training"
"14","Linear","After 14 days",18,39,322,50.7025703,"Needed training"
"14","Linear","After 14 days",19,28.5,39,36.83114208,"Needed training"
"14","Linear","After 14 days",20,22,50,19.98605386,"Needed training"
"14","Linear","After 14 days",21,6.5,80,10.8162492,"Needed training"
"14","Linear","After 14 days",22,42.3,35,48.4125778,"Needed training"
"14","Linear","After 14 days",23,4.2,254,2.484430476,"Needed training"
"14","Linear","After 14 days",24,98.5,192,95.30338916,"Needed training"
"14","Linear","After 14 days",25,57.5,313,66.15640197,"Needed training"
"14","Linear","After 14 days",26,42.3,316,49.05833397,"Needed training"
"14","Linear","After 14 days",27,7,203,4.539393232,"Needed training"
"14","Linear","After 14 days",28,16.5,169,17.78807254,"Needed training"
"14","Linear","After 14 days",29,18.2,103,16.69698532,"Needed training"
"14","Linear","After 14 days",30,44.5,314,61.77522341,"Needed training"
"14","Linear","After 14 days",31,31.8,182,30.8316448,"Needed training"
"14","Linear","After 14 days",32,32.9,206,20.60074193,"Needed training"
"14","Linear","After 14 days",33,15,211,11.37424566,"Needed training"
"14","Linear","After 14 days",34,74.8,153,77.4691826,"Needed training"
"14","Linear","After 14 days",35,10.5,158,4.85873659,"Needed training"
"14","Linear","After 14 days",36,46,307,50.86352931,"Needed training"
"14","Linear","After 14 days",37,23,232,14.40574447,"Needed training"
"14","Linear","After 14 days",38,42,190,57.03454048,"Needed training"
"14","Linear","After 14 days",39,17.6,179,13.77725339,"Needed training"
"14","Linear","After 14 days",40,34.8,220,35.22269604,"Needed training"
"14","Linear","After 14 days",41,37,264,43.36059349,"Needed training"
"14","Linear","After 14 days",42,29,223,32.025804,"Needed training"
"14","Linear","After 14 days",43,62.5,317,79.47521333,"Needed training"
"14","Linear","After 14 days",44,26,279,27.31910799,"Needed training"
"14","Linear","After 14 days",45,29.6,171,26.49543506,"Needed training"
"14","Linear","After 14 days",46,35,270,38.94135999,"Needed training"
"14","Linear","After 14 days",47,63,319,71.28903148,"Needed training"
"14","Linear","After 14 days",48,21,48,25.65393359,"Needed training"
"14","Linear","After 14 days",49,34.2,225,38.87431113,"Needed training"
"14","Linear","After 14 days",50,92.5,323,85.66924249,"Needed training"
"26","Linear","After 14 days",1,76.1,4,88.67770757,"Inherently accurate"
"26","Linear","After 14 days",2,23.9,309,37.47340682,"Inherently accurate"
"26","Linear","After 14 days",3,95.8,305,93.93431574,"Inherently accurate"
"26","Linear","After 14 days",4,11.2,31,9.809084419,"Inherently accurate"
"26","Linear","After 14 days",5,94.1,304,93.81180033,"Inherently accurate"
"26","Linear","After 14 days",6,23.9,34,33.55709626,"Inherently accurate"
"26","Linear","After 14 days",7,47,308,67.39944707,"Inherently accurate"
"26","Linear","After 14 days",8,9.6,21,12.55329039,"Inherently accurate"
"26","Linear","After 14 days",9,92.8,306,93.63085336,"Inherently accurate"
"26","Linear","After 14 days",10,9.5,36,6.558377493,"Inherently accurate"
"26","Linear","After 14 days",11,63.4,310,70.05839109,"Inherently accurate"
"26","Linear","After 14 days",12,88.7,302,92.71633417,"Inherently accurate"
"26","Linear","After 14 days",13,8.4,267,5.603864734,"Inherently accurate"
"26","Linear","After 14 days",14,13.3,52,8.355617596,"Inherently accurate"
"26","Linear","After 14 days",15,56.1,321,57.50388479,"Inherently accurate"
"26","Linear","After 14 days",16,21.9,19,21.39312389,"Inherently accurate"
"26","Linear","After 14 days",17,37.3,219,49.78507673,"Inherently accurate"
"26","Linear","After 14 days",18,38.9,322,50.7025703,"Inherently accurate"
"26","Linear","After 14 days",19,29.5,39,36.83114208,"Inherently accurate"
"26","Linear","After 14 days",20,26.9,50,19.98605386,"Inherently accurate"
"26","Linear","After 14 days",21,12.2,80,10.8162492,"Inherently accurate"
"26","Linear","After 14 days",22,54.3,35,48.4125778,"Inherently accurate"
"26","Linear","After 14 days",23,7.9,254,2.484430476,"Inherently accurate"
"26","Linear","After 14 days",24,97.5,192,95.30338916,"Inherently accurate"
"26","Linear","After 14 days",25,46.3,313,66.15640197,"Inherently accurate"
"26","Linear","After 14 days",26,41.5,316,49.05833397,"Inherently accurate"
"26","Linear","After 14 days",27,7.9,203,4.539393232,"Inherently accurate"
"26","Linear","After 14 days",28,19.3,169,17.78807254,"Inherently accurate"
"26","Linear","After 14 days",29,13.6,103,16.69698532,"Inherently accurate"
"26","Linear","After 14 days",30,35.2,314,61.77522341,"Inherently accurate"
"26","Linear","After 14 days",31,28.4,182,30.8316448,"Inherently accurate"
"26","Linear","After 14 days",32,19.6,206,20.60074193,"Inherently accurate"
"26","Linear","After 14 days",33,13.1,211,11.37424566,"Inherently accurate"
"26","Linear","After 14 days",34,73.2,153,77.4691826,"Inherently accurate"
"26","Linear","After 14 days",35,12.5,158,4.85873659,"Inherently accurate"
"26","Linear","After 14 days",36,46.9,307,50.86352931,"Inherently accurate"
"26","Linear","After 14 days",37,12.2,232,14.40574447,"Inherently accurate"
"26","Linear","After 14 days",38,47.9,190,57.03454048,"Inherently accurate"
"26","Linear","After 14 days",39,14.5,179,13.77725339,"Inherently accurate"
"26","Linear","After 14 days",40,27.2,220,35.22269604,"Inherently accurate"
"26","Linear","After 14 days",41,29.1,264,43.36059349,"Inherently accurate"
"26","Linear","After 14 days",42,30.4,223,32.025804,"Inherently accurate"
"26","Linear","After 14 days",43,61.3,317,79.47521333,"Inherently accurate"
"26","Linear","After 14 days",44,29.5,279,27.31910799,"Inherently accurate"
"26","Linear","After 14 days",45,30.4,171,26.49543506,"Inherently accurate"
"26","Linear","After 14 days",46,29.3,270,38.94135999,"Inherently accurate"
"26","Linear","After 14 days",47,72.6,319,71.28903148,"Inherently accurate"
"26","Linear","After 14 days",48,22.7,48,25.65393359,"Inherently accurate"
"26","Linear","After 14 days",49,32,225,38.87431113,"Inherently accurate"
"26","Linear","After 14 days",50,80.2,323,85.66924249,"Inherently accurate"
"18","Linear","After 14 days",1,78,4,88.67770757,"Needed training"
"18","Linear","After 14 days",2,28,309,37.47340682,"Needed training"
"18","Linear","After 14 days",3,89,305,93.93431574,"Needed training"
"18","Linear","After 14 days",4,15,31,9.809084419,"Needed training"
"18","Linear","After 14 days",5,91,304,93.81180033,"Needed training"
"18","Linear","After 14 days",6,33,34,33.55709626,"Needed training"
"18","Linear","After 14 days",7,54,308,67.39944707,"Needed training"
"18","Linear","After 14 days",8,12,21,12.55329039,"Needed training"
"18","Linear","After 14 days",9,83,306,93.63085336,"Needed training"
"18","Linear","After 14 days",10,12,36,6.558377493,"Needed training"
"18","Linear","After 14 days",11,65,310,70.05839109,"Needed training"
"18","Linear","After 14 days",12,86,302,92.71633417,"Needed training"
"18","Linear","After 14 days",13,18,267,5.603864734,"Needed training"
"18","Linear","After 14 days",14,17,52,8.355617596,"Needed training"
"18","Linear","After 14 days",15,52,321,57.50388479,"Needed training"
"18","Linear","After 14 days",16,31,19,21.39312389,"Needed training"
"18","Linear","After 14 days",17,42,219,49.78507673,"Needed training"
"18","Linear","After 14 days",18,43,322,50.7025703,"Needed training"
"18","Linear","After 14 days",19,27,39,36.83114208,"Needed training"
"18","Linear","After 14 days",20,25,50,19.98605386,"Needed training"
"18","Linear","After 14 days",21,12,80,10.8162492,"Needed training"
"18","Linear","After 14 days",22,49,35,48.4125778,"Needed training"
"18","Linear","After 14 days",23,8,254,2.484430476,"Needed training"
"18","Linear","After 14 days",24,95,192,95.30338916,"Needed training"
"18","Linear","After 14 days",25,67,313,66.15640197,"Needed training"
"18","Linear","After 14 days",26,48,316,49.05833397,"Needed training"
"18","Linear","After 14 days",27,9,203,4.539393232,"Needed training"
"18","Linear","After 14 days",28,18,169,17.78807254,"Needed training"
"18","Linear","After 14 days",29,15,103,16.69698532,"Needed training"
"18","Linear","After 14 days",30,37,314,61.77522341,"Needed training"
"18","Linear","After 14 days",31,33,182,30.8316448,"Needed training"
"18","Linear","After 14 days",32,26,206,20.60074193,"Needed training"
"18","Linear","After 14 days",33,17,211,11.37424566,"Needed training"
"18","Linear","After 14 days",34,71,153,77.4691826,"Needed training"
"18","Linear","After 14 days",35,11,158,4.85873659,"Needed training"
"18","Linear","After 14 days",36,46,307,50.86352931,"Needed training"
"18","Linear","After 14 days",37,25,232,14.40574447,"Needed training"
"18","Linear","After 14 days",38,12,190,57.03454048,"Needed training"
"18","Linear","After 14 days",39,18,179,13.77725339,"Needed training"
"18","Linear","After 14 days",40,34,220,35.22269604,"Needed training"
"18","Linear","After 14 days",41,40,264,43.36059349,"Needed training"
"18","Linear","After 14 days",42,29,223,32.025804,"Needed training"
"18","Linear","After 14 days",43,77,317,79.47521333,"Needed training"
"18","Linear","After 14 days",44,30,279,27.31910799,"Needed training"
"18","Linear","After 14 days",45,32,171,26.49543506,"Needed training"
"18","Linear","After 14 days",46,37,270,38.94135999,"Needed training"
"18","Linear","After 14 days",47,55,319,71.28903148,"Needed training"
"18","Linear","After 14 days",48,24,48,25.65393359,"Needed training"
"18","Linear","After 14 days",49,38,225,38.87431113,"Needed training"
"18","Linear","After 14 days",50,82,323,85.66924249,"Needed training"
